record_id,kode_wilayah,nama_wilayah,tingkat_wilayah,tahun,topik,kode_indikator,nama_indikator,nilai,satuan,jenis_disagregasi_1,kategori_disagregasi_1,jenis_disagregasi_2,kategori_disagregasi_2,dataset_asal,id_indikator_unik
SEA-0000218,BRN,Brunei Darussalam,negara,2021,Konteks sosial ekonomi,gni_per_capita_usd,Pendapatan nasional bruto per kapita,29890.0,USD berjalan,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_gni_per_capita_usd,gni_per_capita_usd | Konteks sosial ekonomi
SEA-0000219,BRN,Brunei Darussalam,negara,2021,Konteks sosial ekonomi,urban_population_pct,Penduduk yang tinggal di wilayah perkotaan,74.76673169,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_urban_population_pct,urban_population_pct | Konteks sosial ekonomi
SEA-0000220,BRN,Brunei Darussalam,negara,2022,Akses dan infrastruktur,electricity_access_pct,Penduduk dengan akses listrik,100.0,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_electricity_access_pct,electricity_access_pct | Akses dan infrastruktur
SEA-0000221,BRN,Brunei Darussalam,negara,2022,Akses dan infrastruktur,fixed_broadband_per100,Pelanggan broadband tetap per 100 penduduk,19.80499374,per 100 penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_fixed_broadband_per100,fixed_broadband_per100 | Akses dan infrastruktur
SEA-0000222,BRN,Brunei Darussalam,negara,2022,Akses dan infrastruktur,internet_users_pct,Pengguna internet,98.97042579,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_internet_users_pct,internet_users_pct | Akses dan infrastruktur
SEA-0000223,BRN,Brunei Darussalam,negara,2022,Akses dan infrastruktur,mobile_subscriptions_per100,Langganan telepon seluler per 100 penduduk,116.1084393,per 100 penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_mobile_subscriptions_per100,mobile_subscriptions_per100 | Akses dan infrastruktur
SEA-0000224,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i154_FBB5$,Fixed-broadband Internet basket (5GB) (2018-),28.31,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_FBB5$ | Keterjangkauan internet
SEA-0000225,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i154_FBB5_GNI,Fixed-broadband Internet basket (5GB) (2018-),1.2,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_FBB5_GNI | Keterjangkauan internet
SEA-0000226,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i154_FBB5_PPP,Fixed-broadband Internet basket (5GB) (2018-),59.3,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_FBB5_PPP | Keterjangkauan internet
SEA-0000227,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i154_MobLow$,Mobile-cellular basket – low usage (70min+20sms) (2017-2024),6.9,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_MobLow$ | Keterjangkauan internet
SEA-0000228,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i154_MobLow_GNI,Mobile-cellular basket – low usage (70min+20sms) (2017-2024),0.29,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_MobLow_GNI | Keterjangkauan internet
SEA-0000229,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i154_MobLow_PPP,Mobile-cellular basket – low usage (70min+20sms) (2017-2024),14.45,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_MobLow_PPP | Keterjangkauan internet
SEA-0000230,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i271mb_10GB$,Data-only mobile broadband 10GB,20.33,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_10GB$ | Keterjangkauan internet
SEA-0000231,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i271mb_10GB_GNI,Data-only mobile broadband 10GB,0.86,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_10GB_GNI | Keterjangkauan internet
SEA-0000232,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i271mb_10GB_PPP,Data-only mobile broadband 10GB,42.58,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_10GB_PPP | Keterjangkauan internet
SEA-0000233,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i271mb_2GB$,Data-only mobile broadband 2GB (2021-2024),7.26,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_2GB$ | Keterjangkauan internet
SEA-0000234,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i271mb_2GB_GNI,Data-only mobile broadband 2GB (2021-2024),0.31,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_2GB_GNI | Keterjangkauan internet
SEA-0000235,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i271mb_2GB_PPP,Data-only mobile broadband 2GB (2021-2024),15.21,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_2GB_PPP | Keterjangkauan internet
SEA-0000236,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i271mb_5GB$,Data-only mobile broadband 5GB (2025-),9.44,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_5GB$ | Keterjangkauan internet
SEA-0000237,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i271mb_5GB_GNI,Data-only mobile broadband 5GB (2025-),0.4,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_5GB_GNI | Keterjangkauan internet
SEA-0000238,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i271mb_5GB_PPP,Data-only mobile broadband 5GB (2025-),19.77,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_5GB_PPP | Keterjangkauan internet
SEA-0000239,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i271mb_high_2GB$,"Mobile data and voice high-consumption basket (140 min, 70 SMS, 2 GB) (2021-2024)",15.97,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_high_2GB$ | Keterjangkauan internet
SEA-0000240,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i271mb_high_2GB_GNI,"Mobile data and voice high-consumption basket (140 min, 70 SMS, 2 GB) (2021-2024)",0.68,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_high_2GB_GNI | Keterjangkauan internet
SEA-0000241,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i271mb_high_2GB_PPP,"Mobile data and voice high-consumption basket (140 min, 70 SMS, 2 GB) (2021-2024)",33.45,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_high_2GB_PPP | Keterjangkauan internet
SEA-0000242,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i271mb_low_500$,Low usage bundle (70min+20sms+500MB) (2018-2024),6.9,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_low_500$ | Keterjangkauan internet
SEA-0000243,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i271mb_low_500_GNI,Low usage bundle (70min+20sms+500MB) (2018-2024),0.29,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_low_500_GNI | Keterjangkauan internet
SEA-0000244,BRN,Brunei Darussalam,negara,2022,Keterjangkauan internet,i271mb_low_500_PPP,Low usage bundle (70min+20sms+500MB) (2018-2024),14.45,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_low_500_PPP | Keterjangkauan internet
SEA-0000245,BRN,Brunei Darussalam,negara,2022,Konteks sosial ekonomi,gni_per_capita_usd,Pendapatan nasional bruto per kapita,30970.0,USD berjalan,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_gni_per_capita_usd,gni_per_capita_usd | Konteks sosial ekonomi
SEA-0000246,BRN,Brunei Darussalam,negara,2022,Konteks sosial ekonomi,urban_population_pct,Penduduk yang tinggal di wilayah perkotaan,74.7772642,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_urban_population_pct,urban_population_pct | Konteks sosial ekonomi
SEA-0000247,BRN,Brunei Darussalam,negara,2022,Pembangunan TIK,ict_development_index,Indeks Pembangunan TIK metode baru ITU,95.7,poin 0–100,metode,new_itu_2023,skala_maksimum,100,itu_idi_southeast_asia_2022_2023,ict_development_index | Pembangunan TIK
SEA-0000248,BRN,Brunei Darussalam,negara,2023,Akses dan infrastruktur,electricity_access_pct,Penduduk dengan akses listrik,100.0,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_electricity_access_pct,electricity_access_pct | Akses dan infrastruktur
SEA-0000249,BRN,Brunei Darussalam,negara,2023,Akses dan infrastruktur,fixed_broadband_per100,Pelanggan broadband tetap per 100 penduduk,20.2120497,per 100 penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_fixed_broadband_per100,fixed_broadband_per100 | Akses dan infrastruktur
SEA-0000250,BRN,Brunei Darussalam,negara,2023,Akses dan infrastruktur,internet_users_pct,Pengguna internet,98.97039795,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_internet_users_pct,internet_users_pct | Akses dan infrastruktur
SEA-0000251,BRN,Brunei Darussalam,negara,2023,Akses dan infrastruktur,mobile_subscriptions_per100,Langganan telepon seluler per 100 penduduk,118.6737524,per 100 penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_mobile_subscriptions_per100,mobile_subscriptions_per100 | Akses dan infrastruktur
SEA-0000252,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i154_FBB5$,Fixed-broadband Internet basket (5GB) (2018-),29.13,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_FBB5$ | Keterjangkauan internet
SEA-0000253,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i154_FBB5_GNI,Fixed-broadband Internet basket (5GB) (2018-),0.93,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_FBB5_GNI | Keterjangkauan internet
SEA-0000254,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i154_FBB5_PPP,Fixed-broadband Internet basket (5GB) (2018-),61.77,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_FBB5_PPP | Keterjangkauan internet
SEA-0000255,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i154_MobLow$,Mobile-cellular basket – low usage (70min+20sms) (2017-2024),7.1,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_MobLow$ | Keterjangkauan internet
SEA-0000256,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i154_MobLow_GNI,Mobile-cellular basket – low usage (70min+20sms) (2017-2024),0.23,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_MobLow_GNI | Keterjangkauan internet
SEA-0000257,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i154_MobLow_PPP,Mobile-cellular basket – low usage (70min+20sms) (2017-2024),15.05,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_MobLow_PPP | Keterjangkauan internet
SEA-0000258,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_10GB$,Data-only mobile broadband 10GB,19.42,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_10GB$ | Keterjangkauan internet
SEA-0000259,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_10GB_GNI,Data-only mobile broadband 10GB,0.62,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_10GB_GNI | Keterjangkauan internet
SEA-0000260,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_10GB_PPP,Data-only mobile broadband 10GB,41.18,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_10GB_PPP | Keterjangkauan internet
SEA-0000261,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_1GB$,Data-only mobile broadband 1GB,5.98,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_1GB$ | Keterjangkauan internet
SEA-0000262,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_1GB_GNI,Data-only mobile broadband 1GB,0.19,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_1GB_GNI | Keterjangkauan internet
SEA-0000263,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_1GB_PPP,Data-only mobile broadband 1GB,12.67,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_1GB_PPP | Keterjangkauan internet
SEA-0000264,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_2GB$,Data-only mobile broadband 2GB (2021-2024),7.47,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_2GB$ | Keterjangkauan internet
SEA-0000265,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_2GB_GNI,Data-only mobile broadband 2GB (2021-2024),0.24,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_2GB_GNI | Keterjangkauan internet
SEA-0000266,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_2GB_PPP,Data-only mobile broadband 2GB (2021-2024),15.84,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_2GB_PPP | Keterjangkauan internet
SEA-0000267,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_5GB$,Data-only mobile broadband 5GB (2025-),9.71,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_5GB$ | Keterjangkauan internet
SEA-0000268,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_5GB_GNI,Data-only mobile broadband 5GB (2025-),0.31,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_5GB_GNI | Keterjangkauan internet
SEA-0000269,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_5GB_PPP,Data-only mobile broadband 5GB (2025-),20.59,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_5GB_PPP | Keterjangkauan internet
SEA-0000270,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_high_2GB$,"Mobile data and voice high-consumption basket (140 min, 70 SMS, 2 GB) (2021-2024)",16.43,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_high_2GB$ | Keterjangkauan internet
SEA-0000271,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_high_2GB_GNI,"Mobile data and voice high-consumption basket (140 min, 70 SMS, 2 GB) (2021-2024)",0.53,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_high_2GB_GNI | Keterjangkauan internet
SEA-0000272,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_high_2GB_PPP,"Mobile data and voice high-consumption basket (140 min, 70 SMS, 2 GB) (2021-2024)",34.85,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_high_2GB_PPP | Keterjangkauan internet
SEA-0000273,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_low_500$,Low usage bundle (70min+20sms+500MB) (2018-2024),7.1,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_low_500$ | Keterjangkauan internet
SEA-0000274,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_low_500_GNI,Low usage bundle (70min+20sms+500MB) (2018-2024),0.23,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_low_500_GNI | Keterjangkauan internet
SEA-0000275,BRN,Brunei Darussalam,negara,2023,Keterjangkauan internet,i271mb_low_500_PPP,Low usage bundle (70min+20sms+500MB) (2018-2024),15.05,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_low_500_PPP | Keterjangkauan internet
SEA-0000276,BRN,Brunei Darussalam,negara,2023,Konteks sosial ekonomi,gni_per_capita_usd,Pendapatan nasional bruto per kapita,34390.0,USD berjalan,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_gni_per_capita_usd,gni_per_capita_usd | Konteks sosial ekonomi
SEA-0000277,BRN,Brunei Darussalam,negara,2023,Konteks sosial ekonomi,urban_population_pct,Penduduk yang tinggal di wilayah perkotaan,74.81991939,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_urban_population_pct,urban_population_pct | Konteks sosial ekonomi
SEA-0000278,BRN,Brunei Darussalam,negara,2023,Pembangunan TIK,ict_development_index,Indeks Pembangunan TIK metode baru ITU,93.6,poin 0–100,metode,new_itu_2023,skala_maksimum,100,itu_idi_southeast_asia_2022_2023,ict_development_index | Pembangunan TIK
SEA-0000279,BRN,Brunei Darussalam,negara,2023,Pendidikan dan inovasi,secondary_enrolment_gross_pct,Angka partisipasi kasar pendidikan menengah,91.83815444,% populasi usia sekolah resmi,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_secondary_enrolment_gross_pct,secondary_enrolment_gross_pct | Pendidikan dan inovasi
SEA-0000280,BRN,Brunei Darussalam,negara,2024,Akses dan infrastruktur,electricity_access_pct,Penduduk dengan akses listrik,100.0,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_electricity_access_pct,electricity_access_pct | Akses dan infrastruktur
SEA-0000281,BRN,Brunei Darussalam,negara,2024,Akses dan infrastruktur,fixed_broadband_per100,Pelanggan broadband tetap per 100 penduduk,21.17712401,per 100 penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_fixed_broadband_per100,fixed_broadband_per100 | Akses dan infrastruktur
SEA-0000282,BRN,Brunei Darussalam,negara,2024,Akses dan infrastruktur,internet_users_pct,Pengguna internet,96.29828801,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_internet_users_pct,internet_users_pct | Akses dan infrastruktur
SEA-0000283,BRN,Brunei Darussalam,negara,2024,Akses dan infrastruktur,mobile_subscriptions_per100,Langganan telepon seluler per 100 penduduk,118.1305798,per 100 penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_mobile_subscriptions_per100,mobile_subscriptions_per100 | Akses dan infrastruktur
SEA-0000284,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i154_FBB5$,Fixed-broadband Internet basket (5GB) (2018-),28.82,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_FBB5$ | Keterjangkauan internet
SEA-0000285,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i154_FBB5_GNI,Fixed-broadband Internet basket (5GB) (2018-),1.03,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_FBB5_GNI | Keterjangkauan internet
SEA-0000286,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i154_FBB5_PPP,Fixed-broadband Internet basket (5GB) (2018-),69.51,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_FBB5_PPP | Keterjangkauan internet
SEA-0000287,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i154_MobLow$,Mobile-cellular basket – low usage (70min+20sms) (2017-2024),7.02,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_MobLow$ | Keterjangkauan internet
SEA-0000288,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i154_MobLow_GNI,Mobile-cellular basket – low usage (70min+20sms) (2017-2024),0.25,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_MobLow_GNI | Keterjangkauan internet
SEA-0000289,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i154_MobLow_PPP,Mobile-cellular basket – low usage (70min+20sms) (2017-2024),16.93,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i154_MobLow_PPP | Keterjangkauan internet
SEA-0000290,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_10GB$,Data-only mobile broadband 10GB,19.21,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_10GB$ | Keterjangkauan internet
SEA-0000291,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_10GB_GNI,Data-only mobile broadband 10GB,0.69,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_10GB_GNI | Keterjangkauan internet
SEA-0000292,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_10GB_PPP,Data-only mobile broadband 10GB,46.34,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_10GB_PPP | Keterjangkauan internet
SEA-0000293,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_1GB$,Data-only mobile broadband 1GB,5.91,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_1GB$ | Keterjangkauan internet
SEA-0000294,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_1GB_GNI,Data-only mobile broadband 1GB,0.21,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_1GB_GNI | Keterjangkauan internet
SEA-0000295,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_1GB_PPP,Data-only mobile broadband 1GB,14.26,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_1GB_PPP | Keterjangkauan internet
SEA-0000296,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_2GB$,Data-only mobile broadband 2GB (2021-2024),7.39,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_2GB$ | Keterjangkauan internet
SEA-0000297,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_2GB_GNI,Data-only mobile broadband 2GB (2021-2024),0.26,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_2GB_GNI | Keterjangkauan internet
SEA-0000298,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_2GB_PPP,Data-only mobile broadband 2GB (2021-2024),17.82,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_2GB_PPP | Keterjangkauan internet
SEA-0000299,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_5GB$,Data-only mobile broadband 5GB (2025-),9.61,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_5GB$ | Keterjangkauan internet
SEA-0000300,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_5GB_GNI,Data-only mobile broadband 5GB (2025-),0.34,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_5GB_GNI | Keterjangkauan internet
SEA-0000301,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_5GB_PPP,Data-only mobile broadband 5GB (2025-),23.17,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_5GB_PPP | Keterjangkauan internet
SEA-0000302,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_high_2GB$,"Mobile data and voice high-consumption basket (140 min, 70 SMS, 2 GB) (2021-2024)",16.26,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_high_2GB$ | Keterjangkauan internet
SEA-0000303,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_high_2GB_GNI,"Mobile data and voice high-consumption basket (140 min, 70 SMS, 2 GB) (2021-2024)",0.58,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_high_2GB_GNI | Keterjangkauan internet
SEA-0000304,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_high_2GB_PPP,"Mobile data and voice high-consumption basket (140 min, 70 SMS, 2 GB) (2021-2024)",39.21,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_high_2GB_PPP | Keterjangkauan internet
SEA-0000305,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_low_500$,Low usage bundle (70min+20sms+500MB) (2018-2024),7.02,USD,satuan_harga,USD,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_low_500$ | Keterjangkauan internet
SEA-0000306,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_low_500_GNI,Low usage bundle (70min+20sms+500MB) (2018-2024),0.25,GNIpc,satuan_harga,GNIpc,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_low_500_GNI | Keterjangkauan internet
SEA-0000307,BRN,Brunei Darussalam,negara,2024,Keterjangkauan internet,i271mb_low_500_PPP,Low usage bundle (70min+20sms+500MB) (2018-2024),16.93,PPP,satuan_harga,PPP,periode_metodologi,2021_2024,itu_ict_price_baskets,i271mb_low_500_PPP | Keterjangkauan internet
SEA-0000308,BRN,Brunei Darussalam,negara,2024,Konteks sosial ekonomi,gni_per_capita_usd,Pendapatan nasional bruto per kapita,36020.0,USD berjalan,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_gni_per_capita_usd,gni_per_capita_usd | Konteks sosial ekonomi
SEA-0000309,BRN,Brunei Darussalam,negara,2024,Konteks sosial ekonomi,urban_population_pct,Penduduk yang tinggal di wilayah perkotaan,74.89831339,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_urban_population_pct,urban_population_pct | Konteks sosial ekonomi
SEA-0000310,BRN,Brunei Darussalam,negara,2025,Keterjangkauan internet,i154_FBB5$,Fixed-broadband Internet basket (5GB) (2018-),28.92,USD,satuan_harga,USD,periode_metodologi,2025_revision,itu_ict_price_baskets,i154_FBB5$ | Keterjangkauan internet
SEA-0000311,BRN,Brunei Darussalam,negara,2025,Keterjangkauan internet,i154_FBB5_GNI,Fixed-broadband Internet basket (5GB) (2018-),1.02,GNIpc,satuan_harga,GNIpc,periode_metodologi,2025_revision,itu_ict_price_baskets,i154_FBB5_GNI | Keterjangkauan internet
SEA-0000312,BRN,Brunei Darussalam,negara,2025,Keterjangkauan internet,i154_FBB5_PPP,Fixed-broadband Internet basket (5GB) (2018-),71.84,PPP,satuan_harga,PPP,periode_metodologi,2025_revision,itu_ict_price_baskets,i154_FBB5_PPP | Keterjangkauan internet
SEA-0000313,BRN,Brunei Darussalam,negara,2025,Keterjangkauan internet,i271mb_10GB$,Data-only mobile broadband 10GB,13.35,USD,satuan_harga,USD,periode_metodologi,2025_revision,itu_ict_price_baskets,i271mb_10GB$ | Keterjangkauan internet
